contig_1	chromosome
contig_2	chromosome
contig_3	plasmid
contig_4	chromosome
contig_5	plasmid
contig_6	plasmid
contig_7	chromosome
contig_8	plasmid
contig_9	chromosome
contig_10	plasmid
